Book Id	Title	Language	Year	Rs	Pages	Available	Author	Translator	Publisher	Phone No	Copyrights	Edition	Category
055	ಶ್ರೀಶಂಕರಚರಿತಾಮೃತಮ್ 	Kannada	2007	30	70	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ಉದಯ ಪ್ರಕಾಶನ , ೯೮೪, ೧೧ ನೇ ಮುಖ್ಯ ರಸ್ತೆ, ೩ ನೇ ವಿಭಾಗ, ರಾಜಾಜಿ ನಗರ, ಬೆಂಗಳೂರು – ೫೬೦೦೧೦		N. Ranganatha Sharma	Third Edition	
056		Kannada											
057	ಮಾಧವೀಯ ಶಂಕರ ದಿಗ್ವಿಜಯ-೧	Kannada	1996	50	384	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	 ಶ್ರೀಜಗದ್ಗುರು ಶಂಕರಾಚಾರ್ಯ ಮಹಾಸಂಸ್ಥಾನಮ್ ದಕ್ಷಿಣಾಮ್ನಾಯ ಶ್ರೀಶಾರದಾ ಪೀಠಂ, ಶೃಂಗೇರಿ ೫೭೭೧೩೯	೦೮೦ -೩೩೮೯೧೪೩	ಹಕ್ಕನ್ನು ಕಾದರಿಸಲಾಗಿದೆ	ಪ್ರ್ರಥಮ ಮುದ್ರಣ	
058	ಮಾಧವೀಯ ಶಂಕರ ದಿಗ್ವಿಜಯ-೨	Kannada	1997	75	389	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	: ಶ್ರೀಜಗದ್ಗುರು ಶಂಕರಾಚಾರ್ಯ ಮಹಾಸಂಸ್ಥಾನಮ್ ದಕ್ಷಿಣಾಮ್ನಾಯ ಶ್ರೀಶಾರದಾ ಪೀಠಂ, ಶೃಂಗೇರಿ ೫೭೭೧೩೯	೦೮೦ -೩೩೮೯೧೪೩	ಹಕ್ಕನ್ನು ಕಾದರಿಸಲಾಗಿದೆ	ಪ್ರ್ರಥಮ ಮುದ್ರಣ	
059	ಶ್ರೀಮದ್ವಾಲ್ಮೀಕಿರಾಮಾಯಣ ಬಾಲ ಕಾಂಡ	Kannada	1966, 2007	80	486	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ , ನರಸಿಂಹರಾಜ ಕಾಲೋನಿ, ಬೆಂಗಳೂರು – ೫೬೦೦೧೯	೦೮೦ -೩೩೮೯೧೪೩	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ	ಆರನೇ ಮುದ್ರಣ	
060	ಅಯೋಧ್ಯಾಕಾಂಡ 	Kannada	1967, 2007	70	464	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ , ನರಸಿಂಹರಾಜ ಕಾಲೋನಿ, ಬೆಂಗಳೂರು – ೫೬೦೦೧೯	೦೮೦ -೩೩೮೯೧೪೩	ಹಕ್ಕಗಳನ್ನು ಕಾದರಿಸಲಾಗಿದೆ	ಆರನೇ ಮುದ್ರಣ	
061	ಅಯೋಧ್ಯಾಕಾಂಡ-೨	Kannada	2007		452			ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ , ನರಸಿಂಹರಾಜ ಕಾಲೋನಿ, ಬೆಂಗಳೂರು – ೫೬೦೦೧೯		ಹಕ್ಕಗಳನ್ನು ಕಾದರಿಸಲಾಗಿದೆ	ಆರನೇ ಮುದ್ರಣ	
062	ಅರಣ್ಯ ಕಾಂಡ 	Kannada	1968, 1986	40	522	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ , ನರಸಿಂಹರಾಜ ಕಾಲೋನಿ, ಬೆಂಗಳೂರು – ೫೬೦೦೧೯	೦೮೦ -೩೩೮೯೧೪೩	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ	ಮೂರನೆಯ ಮುದ್ರಣ	
063	ಕಿಷ್ಕಿಂಧಾ ಕಾಂಡ 	Kannada	1969, 1979, 1986, 2006	70	536	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ , ನರಸಿಂಹರಾಜ ಕಾಲೋನಿ, ಬೆಂಗಳೂರು – ೫೬೦೦೧೯	೦೮೦ -೩೩೮೯೧೪೩	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ	ನಾಲ್ಕನೆಯ ಮುದ್ರಣ	
064	ಯುದ್ಧಕಾಂಡ	Kannada	1969, 2007	80	616	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ , ನರಸಿಂಹರಾಜ ಕಾಲೋನಿ, ಬೆಂಗಳೂರು – ೫೬೦೦೧೯	೦೮೦ -೩೩೮೯೧೪೩	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ	ಐದನೆಯ ಮುದ್ರಣ	
065	ಯುದ್ಧಕಾಂಡ-೨	Kannada	1970, 2006	80	621	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ , ನರಸಿಂಹರಾಜ ಕಾಲೋನಿ, ಬೆಂಗಳೂರು – ೫೬೦೦೧೯	೦೮೦ -೩೩೮೯೧೪೩	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ	ಐದನೆಯ ಮುದ್ರಣ	
066	ಉತ್ತರ ಕಾಂಡ	Kannada	1974, 2010	125	688	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ , ನರಸಿಂಹರಾಜ ಕಾಲೋನಿ, ಬೆಂಗಳೂರು – ೫೬೦೦೧೯	೦೮೦ -೩೩೮೯೧೪೩	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ	ಮೊದಲನೆಯ ಮುದ್ರಣ	
067	ಶ್ರೀಮದ್ಭಾಗವತಮ್ (ಪುರ್ವಾಧ ದಶಮ)  	Kannada	1978	30	504	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ , ನರಸಿಂಹರಾಜ ಕಾಲೋನಿ, ಬೆಂಗಳೂರು – ೫೬೦೦೧೯	೦೮೦ -೩೩೮೯೧೪೩	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ		
068	ಶ್ರೀಮದ್ಭಾಗವತಮ್ (ಉತ್ತರ ದಶಮ)  	Kannada	1983	60	472	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ , ನರಸಿಂಹರಾಜ ಕಾಲೋನಿ, ಬೆಂಗಳೂರು – ೫೬೦೦೧೯	೦೮೦ -೩೩೮೯೧೪೩	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ	ಎರಡನೆಯ ಮುದ್ರಣ	
069	ಶ್ರೀಮದ್ಭಾಗವತಮ್ -11-12	Kannada	1990	60	634	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ , ನರಸಿಂಹರಾಜ ಕಾಲೋನಿ, ಬೆಂಗಳೂರು – ೫೬೦೦೧೯	೦೮೦ -೩೩೮೯೧೪೩	ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ	ಮೊದಲನೆಯ ಮುದ್ರಣ	
070	ಶ್ರೀವಿಷ್ಣುಪುರಾಣ- 1	Kannada	1986, 2004, 2011	120	686	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ರಾಮಕೃಷ್ಣ ಮಠ ಬೆಂಗಳೂರು- ೫೬೦೦೧೯	೦೮೦ -೩೩೮೯೧೪೩	ಎಲ್ಲ ಹಕ್ಕುಗಳೂ ಪ್ರಕಾಶಕರಿಗೆ ಸೇರಿವೆ.	ಮೂರನೆಯ ಮುದ್ರಣ	
071	ಶ್ರೀವಿಷ್ಣುಪುರಾಣ-2	Kannada	1988, 2000	210	676	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ರಾಮಕೃಷ್ಣ ಮಠ ಬೆಂಗಳೂರು- ೫೬೦೦೧೯	೦೮೦ -೩೩೮೯೧೪೩	ಎಲ್ಲ ಹಕ್ಕುಗಳೂ ಪ್ರಕಾಶಕರಿಗೆ ಸೇರಿದ್ದು	ಎರಡನೆಯ ಮುದ್ರಣ	
072	ಶ್ರೀಗುರುಪರಂಪರಾ ಚರಿತಮ್	Kannada	1969, 2007	30	50	ಇದೆ	ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ		ಉದಯ ಪ್ರಕಾಶನ , ೯೮೪, ೧೧ ನೇ ಮುಖ್ಯ ರಸ್ತೆ, ೩ ನೇ ವಿಭಾಗ, ರಾಜಾಜಿ ನಗರ, ಬೆಂಗಳೂರು – ೫೬೦೦೧೦			ಮೊದಲನೆಯ ಮುದ್ರಣ	
073	ಗೀತಸಪ್ತಕ	Kannada	2007	40	114	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ಶ್ರೀಶಂಕರ ಸೇವಾ ಸಮಿತಿ (ರಿ) , ಸಿದ್ಧಾಪುರ, ಉತ್ತರಕನ್ನಡ ಜಿಲ್ಲೆ, ೫೮೧೩೫೫	೦೮೦ -೩೩೮೯೧೪೩	Vidwan N Ranganatha Sharma		
074	ಅಮರಕೋಶ	Kannada	1975, 2008	210	492	ಇದೆ	ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ		ಕಾವ್ಯಾಲಯ, ಜಯನಗರ, ಮೈಸೂರು – ೫೭೦೦೧೪	೦೮೦ -೩೩೮೯೧೪೩	All Rights Reseved by Kavyalaya Publishers, Jayangar, Mysore - 14		
075	ಉತ್ತರಗೀತಾಭಾಷ್ಯ	Kannada	2008	150	64	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	 ಶ್ರೀ ಯು. ಪುಂಡಲೀಕ ಶೆಣೈ ಮೆಮೋರಿಯಲ್ ಟ್ರಸ್ಟ್(ರಿ) , ಒಂದನೇ ಮಹಡಿ, ವಾಸುದೇವ ಸದನ, ಶ್ರೀ ವೆಂಕಟ್ರಮಣ ದೇವಸ್ಥಾನ ರಸ್ತೆ, ತೆಂಕಪೇಟೆ , ಉಡುಪಿ- ೫೭೬೧೦೧	೦೮೨೬೫-೨೭೪೧೦೦			
076	ಸಾಂಖ್ಯ ಕಾರಿಕಾ ಭಾಷ್ಯ	Kannada	2008	250	80	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ಶ್ರೀ ಯು. ಪುಂಡಲೀಕ ಶೆಣೈ ಮೆಮೋರಿಯಲ್ ಟ್ರಸ್ಟ್(ರಿ) , ಒಂದನೇ ಮಹಡಿ, ವಾಸುದೇವ ಸದನ, ಶ್ರೀ ವೆಂಕಟ್ರಮಣ ದೇವಸ್ಥಾನ ರಸ್ತೆ, ತೆಂಕಪೇಟೆ , ಉಡುಪಿ- ೫೭೬೧೦೧	೦೮೨೬೫-೨೭೪೧೦೦			
077	ಜೈಮಿನಿ ಭಾರತ	Kannada	2009	135	336	ಇದೆ		ಕಡಬದ ನಂಜುಂಡಶಾಸ್ತ್ರಿಗಳು; ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ಕನ್ನಡ ಸಾಹಿತ್ಯ ಪರಿಷತ್ , ಪಂಪಮಹಾಕವಿ ರಸ್ತೆ, ಚಾಮರಾಜಪೇಟೆ, ಬೆಂಗಳೂರು, ೫೬೦೦೧೮	೦೮೦ -೩೩೮೯೧೪೩	ಹಕ್ಕುಗಳನ್ನು ಕಾಯ್ದಿರಿಸಿದೆ	ಮೊದಲನೆಯ ಮುದ್ರಣ	
078	ಹದಿ ಬದೆಯ ಧರ್ಮ	Kannada	(2004), 2011	50	154	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ಕನ್ನಡ ಸಾಹಿತ್ಯ ಪರಿಷತ್ , ಪಂಪಮಹಾಕವಿ ರಸ್ತೆ, ಚಾಮರಾಜಪೇಟೆ, ಬೆಂಗಳೂರು, ೫೬೦೦೧೮	೦೮೦ -೩೩೮೯೧೪೩	ಹಕ್ಕುಗಳನ್ನು ಕಾಯ್ದಿರಿಸಿದೆ	ಮೊದಲನೆಯ ಮುದ್ರಣ	
079	ಹರಿಭಕ್ತಿ ಸಾರ	Kannada	2009	20	54	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ಕನ್ನಡ ಸಾಹಿತ್ಯ ಪರಿಷತ್ , ಪಂಪಮಹಾಕವಿ ರಸ್ತೆ, ಚಾಮರಾಜಪೇಟೆ, ಬೆಂಗಳೂರು, ೫೬೦೦೧೮ 	೦೮೦ -೩೩೮೯೧೪೩	ಹಕ್ಕುಗಳನ್ನು ಕಾಯ್ದಿರಿಸಿದೆ	ಮೊದಲನೆಯ ಮುದ್ರಣ	
080	ವಿದುರ ನೀತಿ	Kannada	2007	30	66	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ಕನ್ನಡ ಸಾಹಿತ್ಯ ಪರಿಷತ್ , ಪಂಪಮಹಾಕವಿ ರಸ್ತೆ, ಚಾಮರಾಜಪೇಟೆ, ಬೆಂಗಳೂರು, ೫೬೦೦೧೮	೦೮೦ -೩೩೮೯೧೪೩	ಹಕ್ಕುಗಳನ್ನು ಕಾಯ್ದಿರಿಸಿದೆ	ಮೊದಲನೆಯ ಮುದ್ರಣ	
081	ಪ್ರಾರ್ಥನಾ ಶ್ಲೋಕಗಳು	Kannada	1980, 1990, 1991	3	20	ಇದೆ	ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ		ಕನ್ನಡ ಸಾಹಿತ್ಯ ಪರಿಷತ್ , ಪಂಪಮಹಾಕವಿ ರಸ್ತೆ, ಚಾಮರಾಜಪೇಟೆ, ಬೆಂಗಳೂರು, ೫೬೦೦೧೮	೦೮೦ -೩೩೮೯೧೪೩	ಹಕ್ಕುಗಳನ್ನು ಕಾಯ್ದಿರಿಸಿದೆ	ಮೂರನೆಯ ಮುದ್ರಣ	
082	ಶ್ರುತಿ ಸಾರ ಸಮುದ್ಧರಣಮ್	Kannada	1993	35	110	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ಉದಯ ಪ್ರಕಾಶನ , ೯೮೪, ೧೧ ನೇ ಮುಖ್ಯ ರಸ್ತೆ, ೩ ನೇ ವಿಭಾಗ, ರಾಜಾಜಿ ನಗರ, ಬೆಂಗಳೂರು – ೫೬೦೦೧೦.	೦೮೦ -೩೩೮೯೧೪೩	All Rights Rescrved by the Translator	First Eiditon	
083	ಶ್ರೀ ಗೀತಾರ್ಥ ಪ್ರಕಾಶ	Kannada	1997		316	ಇದೆ	ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ		ಗೀತಾ ಬುಕ್ ಹೌಸ್, ಪ್ರಕಾಶಕರು, ಮೈಸೂರು	೦೮೦ -೩೩೮೯೧೪೩	ಎನ್ ರಂಗನಾಥಶರ್ಮಾ	ಪ್ರಥಮ ಮುದ್ರಣ	
084	ದಶಶ್ಲೋಕೀ	Kannada	2001, 2006	6	40	ಇದೆ	ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ		ಉದಯ ಪ್ರಕಾಶನ , ೯೮೪, ೧೧ ನೇ ಮುಖ್ಯ ರಸ್ತೆ, ೩ ನೇ ವಿಭಾಗ, ರಾಜಾಜಿ ನಗರ, ಬೆಂಗಳೂರು – ೫೬೦೦೧೦.			ಎರಡನೆಯ ಮುದ್ರಣ	
085	ರಾಘವಾಂಕನ ಹರಿಶ್ಚಂದ್ರ ಚರಿತೆ	Kannada	1972, 2010	50	138	ಇದೆ		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ಕನ್ನಡ ಸಾಹಿತ್ಯ ಪರಿಷತ್ , ಪಂಪಮಹಾಕವಿ ರಸ್ತೆ, ಚಾಮರಾಜಪೇಟೆ, ಬೆಂಗಳೂರು, ೫೬೦೦೧೮	೦೮೦ -೩೩೮೯೧೪೩	ಹಕ್ಕುಗಳನ್ನು ಕಾಯ್ದಿರಿಸಿದೆ	ಎರಡನೇ ಮುದ್ರಣ	
086	ಶ್ರೀರಾಮ ಕಥಾವೈಭವ	Kannada	1987	22	198	ಇದೆ	ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ		ಶ್ರೀನರಸಿಂಹರಾಜಕಾಲೋನಿ ಅಸೋಸಿಯೇಷನ್(ರಿ) , ಶ್ರೀರಾಮಮಂದಿರ , ನರಸಿಂಹರಾಜ ಕಾಲೋನಿ, ಬೆಂಗಳೂರು – ೧೯	೦೮೦ -೩೩೮೯೧೪೩	ಶ್ರೀ ನರಸಿಂಹರಾಜ ಕಾಲೋನಿ ಅಸೋಸಿಯೇಷನ್ (ರಿ.)	ಮೊದಲನೆಯ ಮುದ್ರಣ	
087	ಕಾವ್ಯೋದ್ಯಾನಮ್	Kannada	2009		148		विद्वान् एन्. रङ्गनाथशर्मा		ग्रन्थकर्ता		Author	First Eiditon	
088	ಕುಸುಮಾಂಜಲಿಃ	Kannada	2001		62		विद्वान् एन्. रङ्गनाथशर्मा		उदयप्रकाशनम्		Author	First Eiditon	
089	ಸಂಸ್ಕೃತ ಪ್ರಥಮ್ ಪ್ರವೇಶ 	Kannada	1970		72		विद्वान् एन्. रङ्गनाथशर्मा		ಸಂಸ್ಕೃತ ಸಂವರ್ಧಿನೀ ಸಭಾ		All Rights reserved by the Author	First Eiditon	
090	ಭಾಷಾಂತರ ಪಾಠ 	Kannada	1964		50		विद्वान् एन्. रङ्गनाथशर्मा					चतुर्थं मुद्रणम्	
091	ಶಬ್ದ ಚಂದ್ರಿಕಾ 	Kannada	1994, 1995, 1998	15	180	ಇದೆ	ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ		ಶ್ರೀ ಜಗದ್ಗುರು ಶಂಕರಾಚಾರ್ಯ ಮಹಾಸಂಸ್ಥಾನಮ್ ದಕ್ಷಿಣಾಮ್ನಾಯ ಶ್ರೀಶಾರದಾ ಪೀಠಮ್ ಶೃಂಗೇರಿ -೫೭೭೧೩೯		ಹಕ್ಕುಗಳು ಕಾದಿರಿಸಲ್ಪಟ್ಟಿವೆ.	ತೃತೀಯ ಮುದ್ರಣ	
092	ಸಂಸ್ಕೃತ ಭಾಷಾ ದೀಪಿಕಾ  - ೧	Kannada		50	48	ಇಲ್ಲ	विद्वान् एन्. रङ्गनाथशर्मा		ಸುರಸರಸ್ವತೀಸಭಾ ಶೃಂಗೇರಿ			प्रथम मुद्रणम्	
093	ಸಂಸ್ಕೃತ ಭಾಷಾ ದೀಪಿಕಾ  - ೨	Kannada	1993	50	82	ಇದೆ	विद्वान् एन्. रङ्गनाथशर्मा		ಸುರಸರಸ್ವತೀಸಭಾ ಶೃಂಗೇರಿ			प्रथम मुद्रणम्	
094	ಸಂಸ್ಕೃತ ಭಾಷಾ ದೀಪಿಕಾ  - ೩	Kannada	1993	50	74	ಇಲ್ಲ	विद्वान् एन्. रङ्गनाथशर्मा		ಸುರಸರಸ್ವತೀಸಭಾ ಶೃಂಗೇರಿ		ಹಕ್ಕನ್ನು ಕಾದಿರಿಸಲಾಗಿದೆ	प्रथम मुद्रणम्	
095	ಅನುವಾದ ಪ್ರದೀಪಃ - ೧	Kannada	1993		59	ಇದೆ	विद्वान् एन्. रङ्गनाथशर्मा		ಸುರಸರಸ್ವತೀಸಭಾ ಶೃಂಗೇರಿ		ಹಕ್ಕನ್ನು ಕಾದಿರಿಸಲಾಗಿದೆ	ಪಂಚಮ ಮುದ್ರಣ	
096	ಅನುವಾದ ಪ್ರದೀಪಃ - ೨	Kannada	2006		66	ಇಲ್ಲ	विद्वान् एन्. रङ्गनाथशर्मा		ಸುರಸರಸ್ವತೀಸಭಾ ಶೃಂಗೇರಿ		All rights reserved	प्रथम मुद्रणम्	
097	ವ್ಯಾಸತಾತ್ಪರ್ಯ ನಿರ್ಣಯ (ಸಂ )	Kannada	1995	35	108	ಇದೆ			ಉದಯ ಪ್ರಕಾಶನ , ೯೮೪, ೧೧ ನೇ ಮುಖ್ಯ ರಸ್ತೆ, ೩ ನೇ ವಿಭಾಗ, ರಾಜಾಜಿ ನಗರ, ಬೆಂಗಳೂರು – ೫೬೦೦೧೦.			First Eiditon	
098	ವ್ಯಾಸತಾತ್ಪರ್ಯ ನಿರ್ಣಯ (ಕ)	Kannada	1995		158			ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ಉದಯ ಪ್ರಕಾಶನ			First Eiditon	
099	ಸಂಸ್ಕೃತಂ ನಾಮ ದೈವೀ ವಾಕ್	Kannada			36		विद्वान् एन्. रङ्गनाथशर्मा						
100	ಸಂಸ್ಕೃತ ವ್ಯಾಕರಣಸ್ಯ  ಪ್ರಾಶಸ್ತ್ಯಮ್ 	Kannada			12		विद्वान् एन्. रङ्गनाथशर्मा						
101	ಸಂಸ್ಕೃತ ಸಮ್ಮೇಳನದ ಅಧ್ಯಕ್ಷಭಾಷಣ 	Kannada	1984		20		विद्वान् एन्. रङ्गनाथशर्मा		अखिलकर्णाटकसंस्कृतपरिषदा प्रकाशितम्				
102	ಕುಕ್ಕೆಸುಬ್ರಹ್ಮಣ್ಯ ಸುಪ್ರಭಾತ 	Kannada	1994		25		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ		ಕುಕ್ಕೆ ಶ್ರೀ ಸುಬ್ರಹ್ಮಣ್ಯ ದೇವಸ್ಥಾನದ ಆಡಳಿತ ಮಂಡಳಿ		ಈ ಗ್ರಂಥದ ಸಂಪೂರ್ಣ ಹಕ್ಕು ದೇವಳದ ಆಡಳಿತ ಮಂಡಳಿಗೆ ಸೇರಿದೆ	ತೃತೀಯ ಮುದ್ರಣ	
103	ಏಕಚಕ್ರಮ್	Kannada	1990		36		विद्वान् एन्. रङ्गनाथशर्मा		अखिल कर्णाटक संस्कृत परिषत्		AKhila Karnataka Samskrita Parishat	First Eiditon	
104	ಶ್ರೀಶಾಂಕರ ಸೂಕ್ತಿ ಮಣಿಹಾರಃ	Kannada	1999	30	192	 ಇಲ್ಲ			ಅದ್ವೈತ ವಿದ್ಯಾ ಪ್ರತಿಷ್ಠಾನ, ಶ್ರೀಕೋದಂಡಾಶ್ರಮ ಮಠ, ಹೆಬ್ಬೂರು	೦೮೦ -೩೩೮೯೧೪೩	Vidwan N. Ranganatha Sharma	ಮೊದಲನೆಯ ಮುದ್ರಣ	
105	ಶ್ರೀದೇವೀ ಸ್ತೋತ್ರಮಾಲಾ	Kannada	1999		60			ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ	ಅದ್ವೈತ ವಿದ್ಯಾ ಪ್ರತಿಷ್ಠಾನ		Academy of Advaitha Studies	First Eiditon	
106	ಸಾಹಿತ್ಯದ ಚತುರ್ಮುಖರು	Kannada	1993		200		ಗಮಕಿ. ಆರ್. ಶಂಕರನಾರಾಯಣ್; ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ		ಸತ್ಯಶ್ರೀ ಪ್ರಕಾಶನ ಬೆಂಗಳೂರು		Rights reserved	First Eiditon	
107	ರಂಗಾಭಿನಂದನಮ್	Kannada	1994		107		विद्वान् एन्. रङ्गनाथशर्मा		श्रीरङ्गनाथशर्मणामभिनन्दनसमितिः		Publisher	First Eiditon	
108	ವಿವೇಕ ಚೂಡಾಮಣಿ -ಪರಿಚಯ	Kannada			6								
109	ಗಮಕಸಮಾಸ	Kannada			16								
110	ಆಧುನಿಕ ಕನ್ನಡ ಸಾಹಿತ್ಯದಲ್ಲಿ ಅದ್ವೈತ	Kannada			15								
111	ಶ್ರೀಧರ ಸ್ತುತಿ ಪುಷ್ಪಮಾಲೆ	Kannada			2								
112	ರಂಗನಾಥ ಲೇಖಮಂಜೂಷಾ	Kannada	2016		232		विद्वान् एन्. रङ्गनाथशर्मा		संस्कृतभारती		डा. शारदा चैत्र	द्वितीयं मुद्रणम् 	
113	ವಾಣೀವಾಹನ	Kannada	2008		126		ಡಾ. ಆರ್ ಗಣೇಶ್		ವಿ. ಸೀ. ಸಂಪದ		Author	ಪ್ರಥಮ ಮುದ್ರಣ	
114	ಶಿಷ್ಯಕಂಡಂತೆ ಗುರುಗಳು 	Kannada			14								
115	ದೀಪ್ತಶೃಂಗಗಳು	Kannada	2017		174		ಎಸ್. ಆರ್. ರಾಮಸ್ವಾಮಿ		ಸಾಹಿತ್ಯ ಸಿಂಧು ಪ್ರಕಾಶನ		ಸಾಹಿತ್ಯ ಸಿಂಧು ಪ್ರಕಾಶನ	ಮೊದಲ ಮುದ್ರಣ	
116	ಸಾಹಿತಿ ಮಾಹಿತಿ ಕೋಶ	Kannada	2010		302		ಬಿ.ಜಿ. ಸತ್ಯಮೂರ್ತಿ		ಲೇಖಕರೇ ಪ್ರಕಾಶಕರು		ಕಾದಿರಿಸಿದೆ	ಪ್ರಥಮ ಮುದ್ರಣ	
117	ಒಂದು ಚಿಂತನೆ 	Kannada	1990		17								
118	ಶ್ರೀ ರಾಮಕರ್ಣಾಮೃತಮ್ 	Kannada	1985		28		ವಿದ್ವಾನ್ ಎನ್. ರಂಗನಾಥ ಶರ್ಮಾ		ರಾಮಾಯಣ ಪ್ರಕಾಶನ ಸಮಿತಿ				
119	ಸಂಸ್ಕೃತ ಸಾಹಿತ್ಯ ತರಗತಿಗಳಿಗೆ 	Kannada	1997		406		विद्वान् एन्. रङ्गनाथशर्मा		ಸರ್ಕಾರಿ ಪಠ್ಯಪುಸ್ಕಕ ಮುದ್ರಣಾಲಯ				
120	Shaankara Stotrani	English	2017		304		Jagadguru Sri Adi Shankaracharya		वेदान्तभारती		वेदान्तभारती	First Print	
